Timestamp,Battery_Percentage
2024-07-31 22:28:14,65%
2024-07-31 22:28:42,65%
2024-07-31 22:29:14,65%
2024-07-31 22:29:42,65%
2024-07-31 22:30:14,67%
2024-07-31 22:30:42,67%
2024-07-31 22:31:14,67%
2024-07-31 22:31:42,67%
2024-07-31 22:32:14,67%
2024-07-31 22:32:42,70%
2024-07-31 22:33:15,70%
2024-07-31 22:33:43,70%
2024-07-31 22:34:15,71%
2024-07-31 22:34:43,71%
2024-07-31 22:35:15,71%
2024-07-31 22:35:43,71%
2024-07-31 22:36:15,72%
2024-07-31 22:36:43,72%
2024-07-31 22:37:15,72%
2024-07-31 22:37:43,72%
2024-07-31 22:38:16,74%
2024-07-31 22:38:44,74%
2024-07-31 22:39:16,74%
2024-07-31 22:39:44,74%
2024-07-31 22:40:16,75%
2024-07-31 22:40:44,75%
2024-07-31 22:41:16,75%
2024-07-31 22:41:44,75%
2024-07-31 22:42:16,76%
2024-07-31 22:42:44,76%
2024-07-31 22:43:16,76%
2024-07-31 22:43:44,76%
2024-07-31 22:44:16,78%
2024-07-31 22:44:44,78%
2024-07-31 22:45:16,78%
2024-07-31 22:45:44,78%
2024-07-31 22:46:16,80%
2024-07-31 22:46:44,80%
2024-07-31 22:47:16,80%
2024-07-31 22:47:44,80%
2024-07-31 22:48:16,81%
2024-07-31 22:48:44,81%
2024-07-31 22:49:16,81%
2024-07-31 22:49:44,81%
2024-07-31 22:50:16,83%
2024-07-31 22:50:45,83%
2024-07-31 22:51:17,83%
2024-07-31 22:51:45,83%
2024-07-31 22:52:17,85%
2024-07-31 22:52:45,85%
2024-07-31 22:53:17,85%
2024-07-31 22:53:45,85%
2024-07-31 22:54:17,86%
2024-07-31 22:54:45,86%
2024-07-31 22:55:17,86%
2024-07-31 22:55:45,86%
2024-07-31 22:56:17,87%
2024-07-31 22:56:45,87%
2024-07-31 22:57:17,87%
2024-07-31 22:57:45,87%
2024-07-31 22:58:17,88%
2024-07-31 22:58:45,88%
2024-07-31 22:59:17,88%
2024-07-31 22:59:45,88%
2024-07-31 23:00:17,90%
2024-07-31 23:00:45,90%
2024-07-31 23:01:18,90%
2024-07-31 23:01:45,90%
2024-07-31 23:02:18,91%
2024-07-31 23:02:45,91%
2024-07-31 23:03:18,91%
2024-07-31 23:03:45,91%
2024-07-31 23:04:18,92%
2024-07-31 23:04:45,92%
2024-07-31 23:05:18,92%
2024-07-31 23:05:46,
